transaction_id,account_id,category_id,amount,payment_method,transaction_date
628,115,6,3137,E-wallet,4/7/2026
629,57,4,1468,QR Payment,7/15/2025
630,15,1,2359,Credit Card,5/24/2025
631,85,7,3610,Debit Card,10/24/2025
632,27,2,1022,E-wallet,11/7/2025
633,65,2,3772,E-wallet,12/8/2025
634,26,7,2115,Credit Card,8/4/2025
635,116,6,2617,Credit Card,9/10/2025
636,15,5,889,Debit Card,12/31/2025
637,112,7,609,E-wallet,9/26/2025
638,118,1,694,E-wallet,1/22/2026
639,84,5,1046,Credit Card,6/14/2025
640,86,8,4145,Debit Card,10/21/2025
641,76,5,3468,Bank Transfer,11/6/2025
642,101,3,1769,Bank Transfer,6/9/2025
643,91,5,256,Debit Card,3/12/2026
644,70,5,3716,Credit Card,12/30/2025
645,17,6,1132,Credit Card,12/22/2025
646,68,8,3991,Bank Transfer,7/14/2025
647,102,1,227,Debit Card,8/16/2025
648,96,6,3597,E-wallet,8/15/2025
649,80,2,4784,E-wallet,10/7/2025
650,13,3,2112,Debit Card,2/10/2026
651,65,4,3592,Debit Card,11/7/2025
652,55,1,4001,E-wallet,6/7/2025
653,35,5,3366,Bank Transfer,4/25/2026
654,28,3,636,Debit Card,5/24/2025
655,41,1,2613,E-wallet,6/12/2025
656,54,6,1099,E-wallet,9/4/2025
657,116,3,4848,Credit Card,6/10/2025
658,119,8,3707,Credit Card,5/28/2025
659,101,4,3157,Credit Card,1/2/2026
660,22,2,1662,Bank Transfer,4/14/2026
661,82,5,604,QR Payment,4/26/2026
662,15,2,3622,Debit Card,9/24/2025
663,7,7,3972,Credit Card,8/20/2025
664,79,5,895,Debit Card,5/20/2025
665,76,7,649,Credit Card,1/19/2026
666,3,4,1610,QR Payment,9/9/2025
667,14,3,2172,QR Payment,6/24/2025
668,46,6,4752,E-wallet,4/27/2026
669,101,3,836,Bank Transfer,8/30/2025
670,91,7,2263,Debit Card,1/23/2026
671,16,3,115,Debit Card,2/18/2026
672,37,5,716,QR Payment,10/31/2025
673,13,4,3122,Bank Transfer,4/27/2026
674,102,5,731,Bank Transfer,4/28/2026
675,42,8,4305,E-wallet,5/2/2026
676,90,5,2597,Credit Card,5/15/2026
677,55,7,2084,Bank Transfer,7/25/2025
678,74,5,724,Debit Card,3/19/2026
679,67,8,1639,Debit Card,5/10/2026
680,93,4,163,Debit Card,4/12/2026
681,25,4,36,E-wallet,1/1/2026
682,67,3,213,Debit Card,4/24/2026
683,24,3,3408,Debit Card,12/11/2025
684,28,2,4064,E-wallet,3/29/2026
685,103,8,3094,Debit Card,8/9/2025
686,76,8,514,Bank Transfer,9/8/2025
687,79,5,1482,QR Payment,3/4/2026
688,80,7,2648,E-wallet,10/12/2025
689,16,5,2912,QR Payment,4/4/2026
690,24,8,4118,Debit Card,8/3/2025
691,115,4,2425,Credit Card,8/22/2025
692,120,5,4122,E-wallet,10/27/2025
693,52,8,3449,Bank Transfer,5/25/2025
694,56,1,4080,Bank Transfer,12/14/2025
695,60,5,2418,Credit Card,8/19/2025
696,79,7,4077,Credit Card,1/26/2026
697,93,6,757,Credit Card,3/27/2026
698,32,4,2861,Debit Card,1/27/2026
699,2,2,4902,Bank Transfer,12/19/2025
700,115,5,4530,Credit Card,7/12/2025
701,76,3,1810,Bank Transfer,9/3/2025
702,49,2,1711,Credit Card,4/25/2026
703,21,1,276,Credit Card,9/13/2025
704,48,1,4298,Debit Card,8/19/2025
705,86,5,3510,Credit Card,1/7/2026
706,116,5,3684,Credit Card,1/10/2026
707,74,1,1308,QR Payment,3/22/2026
708,93,7,3262,E-wallet,11/28/2025
709,72,8,3835,E-wallet,10/17/2025
710,23,2,2513,QR Payment,10/7/2025
711,17,8,2013,E-wallet,6/1/2025
712,120,3,4582,Bank Transfer,11/6/2025
713,26,6,1536,Bank Transfer,8/18/2025
714,108,3,4660,E-wallet,9/10/2025
715,21,8,1657,QR Payment,9/4/2025
716,100,8,729,Bank Transfer,7/18/2025
717,29,5,2874,QR Payment,10/26/2025
718,33,8,407,QR Payment,8/31/2025
719,34,8,830,QR Payment,10/28/2025
720,112,3,633,QR Payment,5/20/2025
721,29,5,2869,QR Payment,12/22/2025
722,90,6,129,QR Payment,6/24/2025
723,29,4,4074,Debit Card,2/7/2026
724,18,6,632,Credit Card,12/9/2025
725,5,2,494,QR Payment,3/4/2026
726,53,6,1585,E-wallet,2/4/2026
727,13,2,1463,E-wallet,4/21/2026
728,118,5,4603,Debit Card,8/24/2025
729,68,4,4721,Debit Card,3/11/2026
730,25,3,4897,Debit Card,4/4/2026
731,38,2,1052,Bank Transfer,12/1/2025
732,18,7,2369,Credit Card,8/26/2025
733,47,5,4621,Bank Transfer,12/15/2025
734,85,7,4712,Credit Card,8/25/2025
735,87,4,4355,Debit Card,9/5/2025
736,53,3,1253,QR Payment,4/12/2026
737,20,8,2869,Bank Transfer,9/10/2025
738,86,1,4659,Bank Transfer,10/23/2025
739,55,3,3775,E-wallet,7/6/2025
740,59,7,1803,Bank Transfer,9/23/2025
741,33,6,1770,Credit Card,3/30/2026
742,56,3,2271,Credit Card,11/21/2025
743,21,4,2068,Credit Card,9/22/2025
744,29,4,3264,Debit Card,12/6/2025
745,63,4,3798,Debit Card,1/31/2026
746,6,3,722,QR Payment,2/24/2026
747,91,5,4390,E-wallet,4/4/2026
748,72,1,4950,E-wallet,7/10/2025
749,89,2,2357,Bank Transfer,11/14/2025
750,15,2,2253,Bank Transfer,1/30/2026
751,43,2,2464,QR Payment,11/24/2025
752,10,8,1542,Bank Transfer,9/28/2025
753,64,1,2127,Credit Card,4/6/2026
754,29,4,4710,Credit Card,9/23/2025
755,100,2,820,Credit Card,10/6/2025
756,78,5,1085,E-wallet,9/16/2025
757,17,5,2314,E-wallet,1/17/2026
758,53,8,249,E-wallet,5/6/2026
759,68,5,165,Debit Card,3/16/2026
760,75,7,1437,Bank Transfer,4/22/2026
761,52,3,2183,Debit Card,11/9/2025
762,102,4,4510,QR Payment,6/18/2025
763,102,1,3588,Bank Transfer,2/17/2026
764,72,5,1646,QR Payment,2/24/2026
765,75,2,2956,Bank Transfer,8/1/2025
766,50,7,1051,E-wallet,5/3/2026
767,94,4,857,E-wallet,5/16/2026
768,70,4,4566,Debit Card,8/23/2025
769,115,5,1605,E-wallet,3/16/2026
770,21,5,1068,Credit Card,3/17/2026
771,29,5,1004,Credit Card,8/16/2025
772,102,4,4994,E-wallet,1/4/2026
773,83,6,3566,QR Payment,1/17/2026
774,18,3,4733,Credit Card,4/30/2026
775,119,5,2396,QR Payment,1/5/2026
776,25,5,2973,Bank Transfer,4/26/2026
777,106,4,1208,Bank Transfer,12/15/2025
778,117,3,1584,QR Payment,7/1/2025
779,38,5,4595,Credit Card,6/6/2025
780,17,8,209,QR Payment,5/28/2025
781,19,5,3309,Debit Card,10/22/2025
782,9,6,3988,QR Payment,8/29/2025
783,35,3,2524,Debit Card,2/11/2026
784,38,5,107,Credit Card,6/11/2025
785,37,4,2882,QR Payment,7/5/2025
786,113,2,988,Bank Transfer,4/26/2026
787,48,5,2006,Credit Card,4/19/2026
788,116,1,4433,QR Payment,8/7/2025
789,96,6,824,QR Payment,5/8/2026
790,27,5,1250,E-wallet,6/14/2025
791,92,1,4431,Bank Transfer,11/29/2025
792,74,5,1684,Debit Card,1/1/2026
793,57,3,2084,Credit Card,12/2/2025
794,106,7,3850,QR Payment,10/28/2025
795,5,8,832,Debit Card,2/14/2026
796,100,8,4381,E-wallet,4/22/2026
797,38,5,130,Debit Card,11/22/2025
798,35,4,3521,E-wallet,12/6/2025
799,14,1,437,Credit Card,3/2/2026
800,25,6,2875,Credit Card,4/20/2026
801,15,2,4057,Bank Transfer,1/12/2026
802,106,5,4679,Bank Transfer,11/2/2025
803,105,1,3788,Bank Transfer,4/28/2026
804,64,6,3987,Bank Transfer,4/26/2026
805,56,2,4411,QR Payment,3/20/2026
806,3,3,4371,Bank Transfer,11/6/2025
807,2,8,991,Debit Card,1/27/2026
808,77,2,4902,QR Payment,8/3/2025
809,78,6,467,Debit Card,2/14/2026
810,52,4,4484,Bank Transfer,8/20/2025
811,110,5,3792,E-wallet,3/1/2026
812,94,7,4509,E-wallet,11/11/2025
813,100,2,3844,Bank Transfer,6/21/2025
814,95,6,1618,E-wallet,3/2/2026
815,6,7,677,E-wallet,7/27/2025
816,75,7,2503,Bank Transfer,2/26/2026
817,24,5,2490,Credit Card,9/28/2025
818,56,6,4540,E-wallet,4/1/2026
819,25,1,103,QR Payment,6/29/2025
820,1,5,2972,Credit Card,8/22/2025
821,79,7,2181,E-wallet,4/19/2026
822,29,7,2043,E-wallet,1/8/2026
823,8,2,232,QR Payment,1/8/2026
824,113,8,4521,QR Payment,1/26/2026
825,99,1,823,E-wallet,5/12/2026
826,64,5,2075,Debit Card,2/14/2026
827,94,3,3447,QR Payment,12/3/2025
828,17,2,4210,Bank Transfer,12/21/2025
829,83,3,1685,Bank Transfer,7/19/2025
830,73,2,2266,QR Payment,12/28/2025
831,95,2,1137,Credit Card,6/19/2025
832,118,4,304,QR Payment,2/26/2026
833,28,3,2337,Debit Card,3/19/2026
834,14,4,4316,Credit Card,7/10/2025
835,116,6,4395,Debit Card,12/5/2025
836,5,8,1628,Debit Card,5/21/2025
837,107,6,1943,E-wallet,3/20/2026
838,78,7,3732,Credit Card,9/13/2025
839,54,1,2012,QR Payment,1/5/2026
840,107,4,3482,E-wallet,1/31/2026
841,31,4,1128,E-wallet,10/24/2025
842,60,1,1697,QR Payment,5/29/2025
843,15,6,4441,Credit Card,9/13/2025
844,18,1,3825,E-wallet,7/20/2025
845,17,7,3359,Debit Card,3/23/2026
846,90,6,4823,QR Payment,5/25/2025
847,38,2,1526,E-wallet,4/19/2026
848,85,2,4247,Debit Card,5/10/2026
849,64,5,2182,E-wallet,8/20/2025
850,12,8,61,E-wallet,12/22/2025
851,76,2,4558,Bank Transfer,1/28/2026
852,109,5,1344,QR Payment,6/19/2025
853,94,1,2808,Credit Card,4/27/2026
854,109,1,3717,E-wallet,9/8/2025
855,56,2,4574,QR Payment,12/1/2025
856,15,7,259,QR Payment,3/30/2026
857,80,2,1972,E-wallet,4/28/2026
858,71,7,4111,E-wallet,4/22/2026
859,16,8,754,Bank Transfer,4/19/2026
860,25,7,2682,QR Payment,8/9/2025
861,66,6,1021,E-wallet,11/7/2025
862,66,6,3042,Bank Transfer,10/15/2025
863,38,5,1759,Bank Transfer,7/12/2025
864,62,8,1100,Debit Card,2/24/2026
865,70,7,4867,Debit Card,8/17/2025
866,30,3,2290,Bank Transfer,7/21/2025
867,61,8,4213,QR Payment,2/10/2026
868,116,4,2562,Credit Card,7/21/2025
869,2,3,3716,Credit Card,1/29/2026
870,62,2,1420,Bank Transfer,12/15/2025
871,12,5,1208,Debit Card,7/5/2025
872,72,4,3750,Bank Transfer,5/14/2026
873,84,6,1011,E-wallet,2/16/2026
874,98,6,2135,Bank Transfer,2/13/2026
875,77,5,4449,Credit Card,3/24/2026
876,99,5,714,E-wallet,3/7/2026
877,118,4,1104,Bank Transfer,2/15/2026
878,43,2,4405,Bank Transfer,8/30/2025
879,50,8,808,E-wallet,10/3/2025
880,68,8,4871,E-wallet,12/26/2025
881,112,5,1205,Bank Transfer,1/15/2026
882,31,5,752,Debit Card,4/15/2026
883,100,8,83,QR Payment,7/18/2025
884,57,6,1741,E-wallet,5/22/2025
885,8,3,446,E-wallet,9/18/2025
886,109,6,772,Credit Card,11/10/2025
887,27,3,3856,Debit Card,7/11/2025
888,4,5,3823,Credit Card,2/27/2026
889,99,4,540,Credit Card,12/8/2025
890,10,2,2099,Debit Card,11/3/2025
891,31,3,3698,Debit Card,7/25/2025
892,20,5,1408,Debit Card,4/9/2026
893,75,8,2475,E-wallet,10/6/2025
894,17,7,2909,Credit Card,8/27/2025
895,47,5,2072,QR Payment,8/26/2025
896,22,6,1864,Credit Card,6/5/2025
897,97,1,3153,Bank Transfer,2/9/2026
898,110,3,3178,Credit Card,4/11/2026
899,6,5,1866,Debit Card,9/26/2025
900,72,7,882,Credit Card,8/25/2025
901,43,3,857,E-wallet,9/1/2025
902,11,5,4534,Bank Transfer,3/6/2026
903,111,1,558,QR Payment,12/7/2025
904,32,8,774,Debit Card,9/20/2025
905,4,7,2064,E-wallet,3/16/2026
906,13,3,3067,Debit Card,8/7/2025
907,114,3,4000,E-wallet,12/3/2025
908,40,6,4932,QR Payment,9/9/2025
909,94,2,543,Credit Card,1/18/2026
910,2,3,3791,E-wallet,6/1/2025
911,87,4,2133,Debit Card,2/28/2026
912,79,1,4095,Credit Card,1/23/2026
913,48,7,1908,E-wallet,2/19/2026
914,103,4,1883,Credit Card,5/3/2026
915,31,5,4283,E-wallet,4/22/2026
916,61,7,390,E-wallet,11/13/2025
917,120,8,2299,Credit Card,4/29/2026
918,114,1,2416,Bank Transfer,11/1/2025
919,19,7,1283,Credit Card,3/17/2026
920,97,5,4316,Debit Card,10/22/2025
921,37,5,2442,Credit Card,9/1/2025
922,17,5,1537,Bank Transfer,3/5/2026
923,75,3,3645,QR Payment,5/14/2026
924,104,3,3927,Credit Card,2/23/2026
925,12,3,3725,E-wallet,2/16/2026
926,62,2,4068,E-wallet,9/8/2025
927,25,1,1348,E-wallet,9/29/2025
928,95,5,306,E-wallet,6/9/2025
929,87,7,2095,Debit Card,3/30/2026
930,68,2,2114,Bank Transfer,1/4/2026
931,76,1,4145,QR Payment,3/11/2026
932,36,8,4416,Bank Transfer,5/28/2025
933,33,4,4345,Credit Card,4/16/2026
934,102,1,4535,Credit Card,11/27/2025
935,70,8,3018,Bank Transfer,10/23/2025
936,50,7,2210,QR Payment,1/14/2026
937,74,4,4718,Debit Card,1/2/2026
938,68,3,216,Bank Transfer,7/18/2025
939,93,1,3968,QR Payment,4/25/2026
940,74,8,1551,Debit Card,2/12/2026
941,26,6,3306,E-wallet,8/13/2025
942,34,6,3980,Debit Card,12/18/2025
943,29,7,2320,Credit Card,9/19/2025
944,22,5,1315,E-wallet,10/1/2025
945,73,8,849,QR Payment,10/2/2025
946,106,8,2013,E-wallet,11/26/2025
947,26,5,2400,Bank Transfer,12/5/2025
948,10,1,2158,QR Payment,7/29/2025
949,89,6,3729,Credit Card,3/30/2026
950,102,5,3190,E-wallet,3/20/2026
951,27,1,3455,Debit Card,10/7/2025
952,5,4,2994,QR Payment,5/11/2026
953,19,5,1227,Credit Card,2/13/2026
954,78,4,561,QR Payment,4/29/2026
955,59,7,732,Credit Card,6/27/2025
956,77,8,2915,QR Payment,2/4/2026
957,112,2,2266,Credit Card,9/12/2025
958,16,4,2015,Bank Transfer,8/10/2025
959,80,8,3976,QR Payment,9/15/2025
960,112,6,2497,Credit Card,3/14/2026
961,77,8,3038,QR Payment,2/2/2026
962,120,5,1027,Credit Card,5/23/2025
963,94,2,1132,Debit Card,5/28/2025
964,75,4,2167,Bank Transfer,8/14/2025
965,92,3,1660,Debit Card,7/12/2025
966,110,8,2301,E-wallet,2/14/2026
967,113,3,1213,Credit Card,11/13/2025
968,33,7,465,QR Payment,6/20/2025
969,5,7,1403,Credit Card,2/3/2026
970,8,3,2151,E-wallet,12/15/2025
971,77,3,4738,QR Payment,4/3/2026
972,37,5,1953,Debit Card,11/23/2025
973,6,4,569,Bank Transfer,5/21/2025
974,51,1,1758,Credit Card,8/16/2025
975,29,1,4651,Bank Transfer,5/14/2026
976,69,7,478,Credit Card,5/13/2026
977,94,3,3380,E-wallet,8/27/2025
978,56,1,696,Bank Transfer,3/9/2026
979,52,7,714,E-wallet,3/28/2026
980,85,8,587,E-wallet,12/20/2025
981,102,4,926,Debit Card,4/8/2026
982,100,1,95,Debit Card,5/24/2025
983,16,7,4037,Credit Card,11/12/2025
984,24,5,2364,Credit Card,5/7/2026
985,48,4,2914,QR Payment,3/27/2026
986,37,1,1400,Credit Card,5/4/2026
987,87,3,4098,Credit Card,12/28/2025
988,64,5,3978,Credit Card,4/21/2026
989,7,4,4952,E-wallet,6/20/2025
990,98,8,2574,Bank Transfer,9/5/2025
991,102,7,1664,QR Payment,11/5/2025
992,6,5,96,E-wallet,11/2/2025
993,8,8,2140,E-wallet,7/21/2025
994,36,3,908,E-wallet,1/6/2026
995,51,4,149,E-wallet,8/15/2025
996,69,2,3267,Bank Transfer,4/5/2026
997,66,8,1561,QR Payment,11/13/2025
998,67,1,1410,E-wallet,12/15/2025
999,113,1,3178,E-wallet,12/8/2025
1000,88,8,2893,E-wallet,3/15/2026
